,bowler_name,date,inning,opposition,runs_conceded,wickets_taken,balls_bowled,num_dots,team,year,economy_rate
1306,Dwayne Bravo,2010-04-30,2,Ireland,4.0,2.0,13,9,West Indies,08-10,1.84615384615
1307,Dwayne Bravo,2010-05-03,1,England,36.0,1.0,24,8,West Indies,08-10,9.0
1308,Dwayne Bravo,2010-05-07,1,Sri Lanka,36.0,1.0,18,5,West Indies,08-10,12.0
1309,Dwayne Bravo,2010-05-09,2,India,28.0,1.0,24,10,West Indies,08-10,7.0
1310,Dwayne Bravo,2010-05-11,2,Australia,11.0,0.0,6,2,West Indies,08-10,11.0
1311,Dwayne Bravo,2010-05-19,1,South Africa,13.0,0.0,7,2,West Indies,08-10,11.1428571429
1312,Dwayne Bravo,2010-05-20,1,South Africa,20.0,0.0,24,9,West Indies,08-10,5.0
1313,Dwayne Bravo,2012-03-27,2,Australia,21.0,0.0,18,4,West Indies,11-13,7.0
1314,Dwayne Bravo,2012-03-30,2,Australia,27.0,2.0,24,8,West Indies,11-13,6.75
1315,Dwayne Bravo,2012-06-24,2,England,21.0,0.0,12,2,West Indies,11-13,10.5
1316,Dwayne Bravo,2012-06-30,2,New Zealand,25.0,1.0,19,5,West Indies,11-13,7.89473684211
1317,Dwayne Bravo,2012-07-01,2,New Zealand,23.0,2.0,16,4,West Indies,11-13,8.625
1318,Dwayne Bravo,2012-09-22,2,Australia,8.0,0.0,6,1,West Indies,11-13,8.0
1319,Dwayne Bravo,2013-02-13,2,Australia,17.0,1.0,12,2,West Indies,11-13,8.5
1320,Dwayne Bravo,2013-03-02,1,Zimbabwe,16.0,2.0,12,5,West Indies,11-13,8.0
1321,Dwayne Bravo,2013-03-03,2,Zimbabwe,14.0,3.0,19,8,West Indies,11-13,4.42105263158
1322,Dwayne Bravo,2013-07-28,1,Pakistan,35.0,0.0,24,5,West Indies,11-13,8.75
1323,Dwayne Bravo,2014-01-11,1,New Zealand,24.0,0.0,24,5,West Indies,14-16,6.0
1324,Dwayne Bravo,2014-01-15,2,New Zealand,29.0,0.0,20,6,West Indies,14-16,8.7
1325,Dwayne Bravo,2014-02-19,2,Ireland,20.0,0.0,19,7,West Indies,14-16,6.31578947368
1326,Dwayne Bravo,2014-02-21,2,Ireland,24.0,2.0,24,9,West Indies,14-16,6.0
1327,Dwayne Bravo,2014-03-09,2,England,30.0,2.0,24,10,West Indies,14-16,7.5
1328,Dwayne Bravo,2014-03-11,1,England,34.0,2.0,24,5,West Indies,14-16,8.5
1329,Dwayne Bravo,2014-03-13,1,England,35.0,0.0,18,8,West Indies,14-16,11.6666666667
1330,Dwayne Bravo,2014-03-23,2,India,12.0,0.0,6,0,West Indies,14-16,12.0
1331,Dwayne Bravo,2014-03-25,2,Bangladesh,22.0,0.0,19,6,West Indies,14-16,6.94736842105
1332,Dwayne Bravo,2014-03-28,1,Australia,35.0,1.0,28,10,West Indies,14-16,7.5
1333,Dwayne Bravo,2015-01-09,1,South Africa,26.0,0.0,18,2,West Indies,14-16,8.66666666667
1334,Dwayne Bravo,2015-01-11,1,South Africa,31.0,3.0,25,9,West Indies,14-16,7.44
1335,Dwayne Bravo,2015-01-14,1,South Africa,36.0,1.0,26,9,West Indies,14-16,8.30769230769
1336,Dwayne Bravo,2015-11-09,1,Sri Lanka,53.0,0.0,24,3,West Indies,14-16,13.25
1337,Dwayne Bravo,2015-11-11,2,Sri Lanka,26.0,4.0,25,10,West Indies,14-16,6.24
1338,Dwayne Leverock,2008-08-03,2,Scotland,27.0,0.0,30,9,Bermuda,08-10,5.4
1339,Dwayne Smith,2006-02-16,2,New Zealand,9.0,2.0,20,11,West Indies,05-07,2.7
1340,Dwayne Smith,2007-06-28,2,England,24.0,3.0,24,9,West Indies,05-07,6.0
1341,Dwayne Smith,2007-06-29,2,England,31.0,0.0,27,9,West Indies,05-07,6.88888888889
1342,Dwayne Smith,2007-09-11,2,South Africa,26.0,0.0,17,6,West Indies,05-07,9.17647058824
1343,Dwayne Smith,2010-02-21,1,Australia,38.0,2.0,18,3,West Indies,08-10,12.6666666667
1344,Dwayne Smith,2010-02-23,2,Australia,8.0,0.0,7,4,West Indies,08-10,6.85714285714
1345,Dwayne Smith,2011-09-23,2,England,4.0,0.0,2,1,West Indies,11-13,12.0
1346,Dwayne Smith,2011-09-25,2,England,14.0,1.0,12,4,West Indies,11-13,7.0
1347,Dwayne Smith,2012-03-27,2,Australia,12.0,0.0,6,1,West Indies,11-13,12.0
1348,Dwayne Smith,2012-12-10,2,Bangladesh,16.0,0.0,12,2,West Indies,11-13,8.0
1349,Dwayne Smith,2014-04-01,2,Pakistan,11.0,0.0,6,3,West Indies,14-16,11.0
1350,Ed Rainsford,2010-06-12,2,India,24.0,0.0,19,10,Zimbabwe,08-10,7.57894736842
1351,Ed Rainsford,2010-10-08,2,South Africa,42.0,0.0,18,2,Zimbabwe,08-10,14.0
1352,Eddie Leie,2015-07-07,2,Bangladesh,16.0,3.0,18,8,South Africa,14-16,5.33333333333
1353,Eddie Leie,2015-08-16,1,New Zealand,31.0,1.0,19,5,South Africa,14-16,9.78947368421
1354,Edgar Schiferli,2008-08-02,2,Kenya,31.0,4.0,50,31,Netherlands,08-10,3.72
1355,Edgar Schiferli,2008-08-04,1,Scotland,17.0,0.0,25,11,Netherlands,08-10,4.08
1356,Edgar Schiferli,2009-06-05,1,England,33.0,1.0,24,7,Netherlands,08-10,8.25
1357,Edgar Schiferli,2009-06-09,1,Pakistan,35.0,0.0,25,9,Netherlands,08-10,8.4
1358,Edgar Schiferli,2010-02-09,1,Canada,26.0,1.0,19,7,Netherlands,08-10,8.21052631579
1359,Ehsan Nawaz,2014-03-20,1,Bangladesh,10.0,0.0,6,2,Hong Kong,14-16,10.0
1360,Eion Katchay,2008-08-02,1,Netherlands,17.0,1.0,13,5,Canada,08-10,7.84615384615
1361,Eion Katchay,2008-08-03,2,Kenya,6.0,0.0,13,8,Canada,08-10,2.76923076923
1362,Eion Katchay,2008-10-12,1,Sri Lanka,26.0,1.0,25,12,Canada,08-10,6.24
1363,Eion Katchay,2008-10-13,1,Zimbabwe,19.0,1.0,12,6,Canada,08-10,9.5
1364,Elias Sunny,2012-07-18,2,Ireland,13.0,5.0,24,15,Bangladesh,11-13,3.25
1365,Elias Sunny,2012-07-20,2,Ireland,18.0,2.0,24,12,Bangladesh,11-13,4.5
1366,Elias Sunny,2012-07-21,1,Ireland,23.0,1.0,24,12,Bangladesh,11-13,5.75
1367,Elias Sunny,2012-07-24,1,Scotland,16.0,0.0,12,5,Bangladesh,11-13,8.0
1368,Elias Sunny,2012-07-25,1,Netherlands,12.0,0.0,12,5,Bangladesh,11-13,6.0
1369,Elias Sunny,2012-07-26,2,Netherlands,28.0,2.0,24,11,Bangladesh,11-13,7.0
1370,Elias Sunny,2012-09-21,1,New Zealand,36.0,0.0,18,4,Bangladesh,11-13,12.0
1371,Elijah Otieno,2012-02-22,2,Ireland,16.0,0.0,12,6,Kenya,11-13,8.0
1372,Elijah Otieno,2013-03-15,2,Canada,24.0,0.0,21,10,Kenya,11-13,6.85714285714
1373,Elijah Otieno,2013-03-16,2,Canada,18.0,3.0,23,11,Kenya,11-13,4.69565217391
1374,Elijah Otieno,2013-04-20,1,Netherlands,15.0,0.0,7,2,Kenya,11-13,12.8571428571
1375,Elijah Otieno,2013-07-04,1,Scotland,23.0,0.0,25,12,Kenya,11-13,5.52
1376,Elijah Otieno,2013-07-05,2,Scotland,14.0,0.0,24,14,Kenya,11-13,3.5
1377,Elijah Otieno,2013-09-30,1,Afghanistan,19.0,0.0,18,7,Kenya,11-13,6.33333333333
1378,Elijah Otieno,2013-10-11,2,Afghanistan,16.0,3.0,24,15,Kenya,11-13,4.0
1379,Elijah Otieno,2013-11-19,2,Scotland,16.0,0.0,12,4,Kenya,11-13,8.0
1380,Elijah Otieno,2013-11-23,1,Netherlands,13.0,0.0,8,4,Kenya,11-13,9.75
1381,Elton Chigumbura,2007-09-12,1,Australia,20.0,4.0,18,8,Zimbabwe,05-07,6.66666666667
1382,Elton Chigumbura,2007-09-13,1,England,30.0,4.0,25,13,Zimbabwe,05-07,7.2
1383,Elton Chigumbura,2008-10-10,2,Sri Lanka,9.0,1.0,7,4,Zimbabwe,08-10,7.71428571429
1384,Elton Chigumbura,2008-10-11,1,Canada,30.0,2.0,17,6,Zimbabwe,08-10,10.5882352941
1385,Elton Chigumbura,2008-10-12,2,Pakistan,28.0,0.0,24,13,Zimbabwe,08-10,7.0
1386,Elton Chigumbura,2008-10-13,2,Canada,19.0,0.0,18,7,Zimbabwe,08-10,6.33333333333
1387,Elton Chigumbura,2010-02-28,2,West Indies,7.0,0.0,6,2,Zimbabwe,08-10,7.0
1388,Elton Chigumbura,2010-05-03,1,Sri Lanka,21.0,1.0,12,5,Zimbabwe,08-10,10.5
1389,Elton Chigumbura,2010-06-12,2,India,10.0,0.0,6,4,Zimbabwe,08-10,10.0
1390,Elton Chigumbura,2010-06-13,2,India,12.0,0.0,6,1,Zimbabwe,08-10,12.0
1391,Elton Chigumbura,2011-09-16,1,Pakistan,30.0,0.0,19,5,Zimbabwe,11-13,9.47368421053
1392,Elton Chigumbura,2011-09-18,1,Pakistan,22.0,1.0,26,8,Zimbabwe,11-13,5.07692307692
1393,Elton Chigumbura,2011-10-15,2,New Zealand,27.0,0.0,19,5,Zimbabwe,11-13,8.52631578947
1394,Elton Chigumbura,2011-10-17,1,New Zealand,16.0,0.0,13,5,Zimbabwe,11-13,7.38461538462
1395,Elton Chigumbura,2012-02-11,2,New Zealand,16.0,0.0,6,1,Zimbabwe,11-13,16.0
1396,Elton Chigumbura,2012-02-14,2,New Zealand,23.0,3.0,18,6,Zimbabwe,11-13,7.66666666667
1397,Elton Chigumbura,2012-09-18,1,Sri Lanka,12.0,0.0,7,3,Zimbabwe,11-13,10.2857142857
1398,Elton Chigumbura,2013-08-23,1,Pakistan,30.0,1.0,12,1,Zimbabwe,11-13,15.0
1399,Elton Chigumbura,2013-08-24,1,Pakistan,11.0,0.0,8,3,Zimbabwe,11-13,8.25
1400,Elton Chigumbura,2016-01-22 00:00:00,2,Bangladesh,16.0,0.0,6,0,Zimbabwe,14-16,16.0
1401,Ewen Thompson,2008-12-28,2,West Indies,17.0,1.0,19,11,New Zealand,08-10,5.36842105263
1402,Faf du Plessis,2012-10-02,1,India,3.0,0.0,6,3,South Africa,11-13,3.0
1403,Faf du Plessis,2012-12-21,1,New Zealand,0.0,0.0,2,2,South Africa,11-13,0.0
1404,Fahad Tariq,2016-02-03 00:00:00,1,Netherlands,18.0,0.0,12,4,United Arab Emirates,14-16,9.0
1405,Fahad Tariq,2016-02-29 00:00:00,2,Pakistan,8.0,0.0,6,2,United Arab Emirates,14-16,8.0
1406,Farhaan Behardien,2015-01-09,2,West Indies,8.0,0.0,6,1,South Africa,14-16,8.0
1407,Farhaan Behardien,2015-08-16,1,New Zealand,4.0,1.0,6,2,South Africa,14-16,4.0
1408,Farhad Reza,2007-09-01,1,Kenya,34.0,2.0,25,7,Bangladesh,05-07,8.16
1409,Farhad Reza,2007-09-02,1,Pakistan,53.0,2.0,26,4,Bangladesh,05-07,12.2307692308
1410,Farhad Reza,2007-09-13,1,West Indies,22.0,0.0,12,3,Bangladesh,05-07,11.0
1411,Farhad Reza,2007-09-15,2,South Africa,13.0,0.0,6,0,Bangladesh,05-07,13.0
1412,Farhad Reza,2008-04-20,1,Pakistan,41.0,0.0,24,5,Bangladesh,08-10,10.25
1413,Farhad Reza,2011-11-29,1,Pakistan,10.0,0.0,6,0,Bangladesh,11-13,10.0
1414,Farhad Reza,2014-02-12,1,Sri Lanka,17.0,0.0,13,3,Bangladesh,14-16,7.84615384615
1415,Farhad Reza,2014-02-14,2,Sri Lanka,16.0,0.0,12,1,Bangladesh,14-16,8.0
1416,Farhad Reza,2014-03-16,1,Afghanistan,1.0,1.0,7,6,Bangladesh,14-16,0.857142857143
1417,Farhad Reza,2014-03-18,1,Nepal,25.0,1.0,20,9,Bangladesh,14-16,7.5
1418,Farhad Reza,2014-03-20,2,Hong Kong,23.0,0.0,12,3,Bangladesh,14-16,11.5
1419,Farhan Ahmed,2016-02-03 00:00:00,1,Netherlands,9.0,0.0,6,1,United Arab Emirates,14-16,9.0
1420,Farhan Ahmed,2016-02-19 00:00:00,2,Afghanistan,28.0,2.0,24,7,United Arab Emirates,14-16,7.0
1421,Farhan Ahmed,2016-02-21 00:00:00,1,Hong Kong,29.0,1.0,24,7,United Arab Emirates,14-16,7.25
1422,Farveez Maharoof,2006-06-15,2,England,28.0,0.0,26,7,Sri Lanka,05-07,6.46153846154
1423,Farveez Maharoof,2006-12-22,1,New Zealand,30.0,1.0,18,8,Sri Lanka,05-07,10.0
1424,Farveez Maharoof,2007-09-18,2,Bangladesh,16.0,1.0,18,7,Sri Lanka,05-07,5.33333333333
1425,Farveez Maharoof,2007-09-20,2,Australia,29.0,0.0,13,2,Sri Lanka,05-07,13.3846153846
1426,Farveez Maharoof,2008-10-10,1,Zimbabwe,18.0,2.0,24,17,Sri Lanka,08-10,4.5
1427,Farveez Maharoof,2008-10-11,2,Pakistan,23.0,2.0,24,14,Sri Lanka,08-10,5.75
1428,Farveez Maharoof,2008-10-13,1,Pakistan,19.0,1.0,27,13,Sri Lanka,08-10,4.22222222222
1429,Fawad Ahmed,2013-08-29,2,England,42.0,0.0,25,4,Australia,11-13,10.08
1430,Fawad Ahmed,2013-08-31,1,England,25.0,3.0,24,9,Australia,11-13,6.25
1431,Fawad Alam,2007-09-04,1,Kenya,15.0,1.0,24,13,Pakistan,05-07,3.75
1432,Fawad Alam,2007-09-22,1,New Zealand,29.0,2.0,18,4,Pakistan,05-07,9.66666666667
1433,Fawad Alam,2008-10-11,1,Sri Lanka,13.0,1.0,6,2,Pakistan,08-10,13.0
1434,Fawad Alam,2008-10-12,1,Zimbabwe,7.0,3.0,18,14,Pakistan,08-10,2.33333333333
1435,Fawad Alam,2008-10-13,2,Sri Lanka,16.0,1.0,18,8,Pakistan,08-10,5.33333333333
1436,Fawad Alam,2009-06-18,2,South Africa,15.0,0.0,6,0,Pakistan,08-10,15.0
1437,Fayyaz Ahmed,2015-07-12,2,Netherlands,29.0,1.0,18,5,United Arab Emirates,14-16,9.66666666667
1438,Fidel Edwards,2007-09-11,2,South Africa,17.0,2.0,22,13,West Indies,05-07,4.63636363636
1439,Fidel Edwards,2007-09-13,2,Bangladesh,30.0,0.0,20,8,West Indies,05-07,9.0
1440,Fidel Edwards,2007-12-16,1,South Africa,10.0,1.0,22,16,West Indies,05-07,2.72727272727
1441,Fidel Edwards,2008-01-18,2,South Africa,21.0,0.0,21,11,West Indies,08-10,6.0
1442,Fidel Edwards,2008-06-20,1,Australia,12.0,0.0,12,4,West Indies,08-10,6.0
1443,Fidel Edwards,2008-12-26,1,New Zealand,28.0,1.0,18,7,West Indies,08-10,9.33333333333
1444,Fidel Edwards,2008-12-28,1,New Zealand,30.0,0.0,13,4,West Indies,08-10,13.8461538462
1445,Fidel Edwards,2009-03-15,1,England,18.0,1.0,19,10,West Indies,08-10,5.68421052632
1446,Fidel Edwards,2009-06-06,1,Australia,32.0,2.0,26,12,West Indies,08-10,7.38461538462
1447,Fidel Edwards,2009-06-10,1,Sri Lanka,37.0,0.0,12,2,West Indies,08-10,18.5
1448,Fidel Edwards,2009-06-12,1,India,22.0,2.0,26,13,West Indies,08-10,5.07692307692
1449,Fidel Edwards,2009-06-13,1,South Africa,32.0,0.0,26,12,West Indies,08-10,7.38461538462
1450,Fidel Edwards,2011-09-23,2,England,22.0,0.0,15,9,West Indies,11-13,8.8
1451,Fidel Edwards,2012-03-30,2,Australia,21.0,3.0,26,17,West Indies,11-13,4.84615384615
1452,Fidel Edwards,2012-06-24,2,England,27.0,0.0,26,10,West Indies,11-13,6.23076923077
1453,Fidel Edwards,2012-06-30,2,New Zealand,24.0,3.0,22,12,West Indies,11-13,6.54545454545
1454,Fidel Edwards,2012-07-01,2,New Zealand,20.0,0.0,18,6,West Indies,11-13,6.66666666667
1455,Fidel Edwards,2012-09-22,2,Australia,15.0,1.0,13,5,West Indies,11-13,6.92307692308
1456,Fidel Edwards,2012-09-29,2,Sri Lanka,19.0,0.0,13,8,West Indies,11-13,8.76923076923
1457,Gareth Batty,2009-03-15,2,West Indies,16.0,0.0,19,10,England,08-10,5.05263157895
1458,Garey Mathurin,2011-09-25,2,England,9.0,3.0,24,17,West Indies,11-13,2.25
1459,Garey Mathurin,2012-03-27,2,Australia,31.0,1.0,26,9,West Indies,11-13,7.15384615385
1460,Garey Mathurin,2012-03-30,2,Australia,23.0,1.0,12,5,West Indies,11-13,11.5
1461,Garnett Kruger,2006-01-09,1,Australia,27.0,0.0,26,9,South Africa,05-07,6.23076923077
1462,Gary Brent,2007-09-12,1,Australia,17.0,2.0,26,17,Zimbabwe,05-07,3.92307692308
1463,Gary Brent,2007-09-13,1,England,34.0,0.0,18,4,Zimbabwe,05-07,11.3333333333
1464,Gary Kidd,2010-02-03,1,Canada,32.0,0.0,18,2,Ireland,08-10,10.6666666667
1465,Gavin Main,2015-06-20,1,Ireland,19.0,1.0,20,12,Scotland,14-16,5.7
1466,Gavin Tonge,2009-08-02,1,Bangladesh,25.0,1.0,24,11,West Indies,08-10,6.25
1467,Gayan Wijekoon,2007-09-14,2,Kenya,12.0,2.0,18,6,Sri Lanka,05-07,4.0
1468,Gayan Wijekoon,2007-09-15,1,New Zealand,42.0,2.0,26,7,Sri Lanka,05-07,9.69230769231
1469,Gayan Wijekoon,2007-09-17,1,Pakistan,39.0,0.0,24,4,Sri Lanka,05-07,9.75
1470,Geoff Barnett,2010-02-09,2,Netherlands,10.0,0.0,7,2,Canada,08-10,8.57142857143
1471,George Dockrell,2010-02-01,1,Afghanistan,11.0,2.0,24,15,Ireland,08-10,2.75
1472,George Dockrell,2010-02-09,1,Afghanistan,29.0,2.0,19,7,Ireland,08-10,9.15789473684
1473,George Dockrell,2010-02-11,2,Scotland,9.0,2.0,12,6,Ireland,08-10,4.5
1474,George Dockrell,2010-02-13,2,Netherlands,44.0,4.0,47,21,Ireland,08-10,5.6170212766
1475,George Dockrell,2010-04-30,1,West Indies,16.0,3.0,24,12,Ireland,08-10,4.0
1476,George Dockrell,2012-02-22,1,Kenya,15.0,3.0,24,16,Ireland,11-13,3.75
1477,George Dockrell,2012-02-23,1,Kenya,18.0,1.0,25,14,Ireland,11-13,4.32
1478,George Dockrell,2012-02-24,2,Kenya,13.0,2.0,24,13,Ireland,11-13,3.25
1479,George Dockrell,2012-03-14,1,Kenya,14.0,2.0,24,14,Ireland,11-13,3.5
1480,George Dockrell,2012-03-18,2,Scotland,13.0,0.0,12,4,Ireland,11-13,6.5
1481,George Dockrell,2012-03-22,1,Canada,19.0,3.0,24,10,Ireland,11-13,4.75
1482,George Dockrell,2012-03-23,1,Netherlands,28.0,2.0,24,6,Ireland,11-13,7.0
1483,George Dockrell,2012-03-24,1,Afghanistan,26.0,0.0,18,3,Ireland,11-13,8.66666666667
1484,George Dockrell,2012-07-20,1,Bangladesh,25.0,0.0,24,8,Ireland,11-13,6.25
1485,George Dockrell,2012-07-21,2,Bangladesh,32.0,2.0,25,13,Ireland,11-13,7.68
1486,George Dockrell,2012-09-19,2,Australia,31.0,1.0,19,5,Ireland,11-13,9.78947368421
1487,George Dockrell,2013-11-16,2,Canada,30.0,0.0,24,3,Ireland,11-13,7.5
1488,George Dockrell,2013-11-30,2,Afghanistan,37.0,2.0,18,6,Ireland,11-13,12.3333333333
1489,George Dockrell,2014-02-19,1,West Indies,15.0,1.0,24,15,Ireland,14-16,3.75
1490,George Dockrell,2014-02-21,1,West Indies,14.0,2.0,18,9,Ireland,14-16,4.66666666667
1491,George Dockrell,2014-03-17,1,Zimbabwe,18.0,2.0,24,11,Ireland,14-16,4.5
1492,George Dockrell,2014-03-19,1,United Arab Emirates,10.0,0.0,6,2,Ireland,14-16,10.0
1493,George Dockrell,2014-03-21,2,Netherlands,43.0,1.0,18,5,Ireland,14-16,14.3333333333
1494,George Dockrell,2015-06-20,2,Scotland,21.0,3.0,24,9,Ireland,14-16,5.25
1495,George Dockrell,2015-07-15,2,Papua New Guinea,9.0,0.0,6,3,Ireland,14-16,9.0
1496,George Dockrell,2015-07-17,1,Hong Kong,20.0,2.0,25,16,Ireland,14-16,4.8
1497,George Dockrell,2015-07-25,2,Netherlands,34.0,0.0,25,10,Ireland,14-16,8.16
1498,George Dockrell,2016-02-06 00:00:00,1,Papua New Guinea,9.0,1.0,13,9,Ireland,14-16,4.15384615385
1499,George Dockrell,2016-02-07 00:00:00,2,Papua New Guinea,18.0,3.0,18,6,Ireland,14-16,6.0
1500,George Dockrell,2016-02-09 00:00:00,1,Papua New Guinea,15.0,2.0,24,10,Ireland,14-16,3.75
1501,George Dockrell,2016-02-16 00:00:00,1,United Arab Emirates,34.0,0.0,27,8,Ireland,14-16,7.55555555556
1502,George O'Brien,2008-08-03,2,Scotland,23.0,4.0,53,36,Bermuda,08-10,2.60377358491
1503,George O'Brien,2008-08-05,2,Canada,17.0,1.0,19,11,Bermuda,08-10,5.36842105263
1504,George Worker,2015-08-14,2,South Africa,18.0,1.0,13,5,New Zealand,14-16,8.30769230769
1505,Glenn Maxwell,2012-09-05,2,Pakistan,25.0,0.0,12,4,Australia,11-13,12.5
1506,Glenn Maxwell,2012-09-10,2,Pakistan,11.0,2.0,25,16,Australia,11-13,2.64
1507,Glenn Maxwell,2012-09-19,1,Ireland,12.0,1.0,12,6,Australia,11-13,6.0
1508,Glenn Maxwell,2012-09-22,1,West Indies,17.0,0.0,6,2,Australia,11-13,17.0
1509,Glenn Maxwell,2012-09-28,1,India,11.0,0.0,12,5,Australia,11-13,5.5
1510,Glenn Maxwell,2012-09-30,1,South Africa,7.0,0.0,6,0,Australia,11-13,7.0
1511,Glenn Maxwell,2012-10-02,1,Pakistan,6.0,0.0,6,0,Australia,11-13,6.0
1512,Glenn Maxwell,2013-01-26,2,Sri Lanka,15.0,2.0,18,7,Australia,11-13,5.0
1513,Glenn Maxwell,2013-01-28,1,Sri Lanka,22.0,1.0,25,11,Australia,11-13,5.28
1514,Glenn Maxwell,2013-08-31,1,England,25.0,0.0,12,1,Australia,11-13,12.5
1515,Glenn Maxwell,2014-01-29,2,England,30.0,1.0,18,4,Australia,14-16,10.0
1516,Glenn Maxwell,2014-01-31,1,England,7.0,1.0,6,2,Australia,14-16,7.0
1517,Glenn Maxwell,2014-02-02,2,England,31.0,2.0,24,10,Australia,14-16,7.75
1518,Glenn Maxwell,2014-03-14,1,South Africa,18.0,2.0,25,15,Australia,14-16,4.32
1519,Glenn Maxwell,2014-03-28,2,West Indies,28.0,0.0,18,7,Australia,14-16,9.33333333333
1520,Glenn Maxwell,2014-03-30,1,India,19.0,1.0,25,11,Australia,14-16,4.56
1521,Glenn Maxwell,2014-04-01,1,Bangladesh,31.0,0.0,19,4,Australia,14-16,9.78947368421
1522,Glenn Maxwell,2014-10-05,1,Pakistan,7.0,2.0,20,14,Australia,14-16,2.1
1523,Glenn Maxwell,2014-11-07,1,South Africa,11.0,0.0,12,5,Australia,14-16,5.5
1524,Glenn Maxwell,2014-11-09,1,South Africa,24.0,0.0,24,6,Australia,14-16,6.0
1525,Glenn Maxwell,2015-08-31,1,England,12.0,0.0,12,2,Australia,14-16,6.0
1526,Glenn Maxwell,2016-01-29 00:00:00,1,India,17.0,1.0,12,1,Australia,14-16,8.5
1527,Glenn Maxwell,2016-01-31 00:00:00,2,India,10.0,0.0,6,1,Australia,14-16,10.0
1528,Glenn Maxwell,2016-03-04 00:00:00,2,South Africa,16.0,0.0,6,1,Australia,14-16,16.0
1529,Glenn Maxwell,2016-03-06 00:00:00,1,South Africa,30.0,0.0,24,6,Australia,14-16,7.5
1530,Glenn McGrath,2005-02-17,2,New Zealand,48.0,2.0,24,5,Australia,05-07,12.0
1531,Glenn McGrath,2005-06-13,1,England,30.0,3.0,25,11,Australia,05-07,7.2
1532,Glenn Rogers,2008-08-02,2,Ireland,13.0,2.0,25,13,Scotland,08-10,3.12
1533,Glenn Rogers,2009-06-07,1,South Africa,49.0,0.0,26,6,Scotland,08-10,11.3076923077
1534,Gordon Drummond,2008-08-02,2,Ireland,30.0,0.0,23,8,Scotland,08-10,7.82608695652
1535,Gordon Drummond,2008-08-03,1,Bermuda,22.0,1.0,24,10,Scotland,08-10,5.5
1536,Gordon Drummond,2008-08-04,1,Kenya,43.0,2.0,42,25,Scotland,08-10,6.14285714286
1537,Gordon Drummond,2009-06-06,2,New Zealand,23.0,2.0,14,2,Scotland,08-10,9.85714285714
1538,Gordon Drummond,2009-06-07,1,South Africa,40.0,2.0,24,8,Scotland,08-10,10.0
1539,Gordon Drummond,2010-02-04,2,Kenya,22.0,0.0,12,3,Scotland,08-10,11.0
1540,Gordon Drummond,2010-02-10,1,Afghanistan,14.0,2.0,24,13,Scotland,08-10,3.5
1541,Gordon Drummond,2010-02-11,1,Ireland,26.0,1.0,19,7,Scotland,08-10,8.21052631579
1542,Gordon Drummond,2012-03-13,2,Kenya,20.0,3.0,24,10,Scotland,11-13,5.0
1543,Gordon Drummond,2012-03-22,2,Netherlands,34.0,2.0,20,7,Scotland,11-13,10.2
1544,Gordon Drummond,2012-03-23,1,Canada,26.0,0.0,26,10,Scotland,11-13,6.0
1545,Gordon Drummond,2012-07-24,2,Bangladesh,12.0,1.0,12,3,Scotland,11-13,6.0
1546,Gordon Drummond,2013-03-03,1,Afghanistan,16.0,0.0,12,4,Scotland,11-13,8.0
1547,Gordon Drummond,2013-03-04,2,Afghanistan,16.0,0.0,13,6,Scotland,11-13,7.38461538462
1548,Gordon Drummond,2013-07-04,2,Kenya,10.0,2.0,18,9,Scotland,11-13,3.33333333333
1549,Gordon Drummond,2013-07-05,1,Kenya,13.0,1.0,18,10,Scotland,11-13,4.33333333333
1550,Gordon Goudie,2010-02-01,2,Kenya,20.0,0.0,6,2,Scotland,08-10,20.0
1551,Gordon Goudie,2012-03-13,2,Kenya,30.0,0.0,20,8,Scotland,11-13,9.0
1552,Gordon Goudie,2012-07-24,2,Bangladesh,26.0,1.0,18,6,Scotland,11-13,8.66666666667
1553,Gordon Goudie,2013-07-04,2,Kenya,20.0,3.0,31,16,Scotland,11-13,3.87096774194
1554,Gordon Goudie,2013-07-05,1,Kenya,22.0,0.0,18,8,Scotland,11-13,7.33333333333
1555,Gordon Goudie,2013-11-16,1,Afghanistan,28.0,1.0,19,5,Scotland,11-13,8.84210526316
1556,Gordon Goudie,2013-11-19,1,Kenya,29.0,1.0,18,5,Scotland,11-13,9.66666666667
1557,Gordon Goudie,2013-11-22,2,Netherlands,23.0,0.0,19,4,Scotland,11-13,7.26315789474
1558,Gordon Goudie,2013-11-28,2,Netherlands,17.0,0.0,12,2,Scotland,11-13,8.5
1559,Graeme Aldridge,2011-10-17,2,Zimbabwe,45.0,1.0,24,7,New Zealand,11-13,11.25
1560,Graeme Cremer,2008-10-13,2,Canada,10.0,2.0,18,11,Zimbabwe,08-10,3.33333333333
1561,Graeme Cremer,2010-02-28,2,West Indies,10.0,3.0,25,16,Zimbabwe,08-10,2.4
1562,Graeme Cremer,2010-05-03,1,Sri Lanka,18.0,1.0,21,12,Zimbabwe,08-10,5.14285714286
1563,Graeme Cremer,2010-06-13,2,India,9.0,0.0,6,1,Zimbabwe,08-10,9.0
1564,Graeme Cremer,2010-10-08,2,South Africa,32.0,1.0,18,6,Zimbabwe,08-10,10.6666666667
1565,Graeme Cremer,2010-10-10,1,South Africa,34.0,0.0,18,4,Zimbabwe,08-10,11.3333333333
1566,Graeme Cremer,2012-09-18,1,Sri Lanka,26.0,2.0,25,7,Zimbabwe,11-13,6.24
