,bowler_name,date,inning,opposition,runs_conceded,wickets_taken,balls_bowled,num_dots,team,year,economy_rate
3518,Mustafizur Rahman,2015-07-07,1,South Africa,33.0,1.0,25,10,Bangladesh,14-16,7.92
3519,Mustafizur Rahman,2015-11-13,1,Zimbabwe,15.0,2.0,22,12,Bangladesh,14-16,4.09090909091
3520,Mustafizur Rahman,2015-11-15,2,Zimbabwe,9.0,1.0,26,20,Bangladesh,14-16,2.07692307692
3521,Mustafizur Rahman,2016-01-15 00:00:00,1,Zimbabwe,18.0,2.0,24,11,Bangladesh,14-16,4.5
3522,Mustafizur Rahman,2016-01-17 00:00:00,2,Zimbabwe,18.0,2.0,24,18,Bangladesh,14-16,4.5
3523,Mustafizur Rahman,2016-02-24 00:00:00,1,India,38.0,0.0,26,10,Bangladesh,14-16,8.76923076923
3524,Mustafizur Rahman,2016-02-26 00:00:00,2,United Arab Emirates,13.0,2.0,24,18,Bangladesh,14-16,3.25
3525,Mustafizur Rahman,2016-02-28 00:00:00,2,Sri Lanka,18.0,1.0,25,12,Bangladesh,14-16,4.32
3526,Muthumudalige Pushpakumara,2009-12-09,2,India,27.0,1.0,18,7,Sri Lanka,08-10,9.0
3527,Muttiah Muralitharan,2006-12-22,1,New Zealand,24.0,2.0,26,15,Sri Lanka,05-07,5.53846153846
3528,Muttiah Muralitharan,2009-06-08,1,Australia,29.0,0.0,24,10,Sri Lanka,08-10,7.25
3529,Muttiah Muralitharan,2009-06-10,2,West Indies,20.0,1.0,25,13,Sri Lanka,08-10,4.8
3530,Muttiah Muralitharan,2009-06-12,2,Pakistan,28.0,2.0,24,5,Sri Lanka,08-10,7.0
3531,Muttiah Muralitharan,2009-06-14,2,Ireland,13.0,1.0,24,12,Sri Lanka,08-10,3.25
3532,Muttiah Muralitharan,2009-06-16,2,New Zealand,18.0,2.0,24,12,Sri Lanka,08-10,4.5
3533,Muttiah Muralitharan,2009-06-19,2,West Indies,27.0,3.0,26,10,Sri Lanka,08-10,6.23076923077
3534,Muttiah Muralitharan,2009-06-21,2,Pakistan,20.0,1.0,18,8,Sri Lanka,08-10,6.66666666667
3535,Muttiah Muralitharan,2009-08-12,1,Pakistan,29.0,0.0,25,6,Sri Lanka,08-10,6.96
3536,Muttiah Muralitharan,2010-04-30,2,New Zealand,25.0,2.0,24,9,Sri Lanka,08-10,6.25
3537,Muttiah Muralitharan,2010-05-07,2,West Indies,23.0,0.0,27,12,Sri Lanka,08-10,5.11111111111
3538,Muttiah Muralitharan,2010-10-31,1,Australia,30.0,0.0,25,11,Sri Lanka,08-10,7.2
3539,Nadeem Ahmed,2014-03-16,1,Nepal,25.0,2.0,25,11,Hong Kong,14-16,6.0
3540,Nadeem Ahmed,2014-03-18,2,Afghanistan,21.0,0.0,19,6,Hong Kong,14-16,6.63157894737
3541,Nadeem Ahmed,2014-03-20,1,Bangladesh,21.0,4.0,21,10,Hong Kong,14-16,6.0
3542,Nadeem Ahmed,2014-11-24,1,Nepal,11.0,2.0,24,20,Hong Kong,14-16,2.75
3543,Nadeem Ahmed,2015-07-15,1,Nepal,2.0,0.0,7,5,Hong Kong,14-16,1.71428571429
3544,Nadeem Ahmed,2015-07-17,2,Ireland,15.0,0.0,12,4,Hong Kong,14-16,7.5
3545,Nadeem Ahmed,2015-07-21,1,Afghanistan,25.0,1.0,24,9,Hong Kong,14-16,6.25
3546,Nadeem Ahmed,2015-07-25,2,Scotland,21.0,0.0,12,4,Hong Kong,14-16,10.5
3547,Nadeem Ahmed,2015-11-21,2,Oman,23.0,0.0,25,7,Hong Kong,14-16,5.52
3548,Nadeem Ahmed,2015-11-25,1,Oman,25.0,1.0,18,5,Hong Kong,14-16,8.33333333333
3549,Nadeem Ahmed,2015-11-26,1,Oman,22.0,0.0,24,13,Hong Kong,14-16,5.5
3550,Nadeem Ahmed,2015-11-28,1,Afghanistan,32.0,1.0,24,12,Hong Kong,14-16,8.0
3551,Nadeem Ahmed,2016-01-30 00:00:00,1,Scotland,9.0,2.0,12,4,Hong Kong,14-16,4.5
3552,Nadeem Ahmed,2016-01-31 00:00:00,1,Scotland,21.0,3.0,26,15,Hong Kong,14-16,4.84615384615
3553,Nadeem Ahmed,2016-02-19 00:00:00,1,Oman,27.0,3.0,24,13,Hong Kong,14-16,6.75
3554,Nadeem Ahmed,2016-02-21 00:00:00,2,United Arab Emirates,17.0,1.0,24,12,Hong Kong,14-16,4.25
3555,Nadeem Ahmed,2016-02-22 00:00:00,1,Afghanistan,32.0,0.0,25,11,Hong Kong,14-16,7.68
3556,Naeem Islam,2008-11-05,1,South Africa,19.0,0.0,12,2,Bangladesh,08-10,9.5
3557,Naeem Islam,2009-06-06,1,India,32.0,2.0,18,5,Bangladesh,08-10,10.6666666667
3558,Naeem Islam,2009-06-08,2,Ireland,9.0,0.0,12,6,Bangladesh,08-10,4.5
3559,Naeem Islam,2009-08-02,2,West Indies,20.0,0.0,13,5,Bangladesh,08-10,9.23076923077
3560,Naeem Islam,2010-05-01,1,Pakistan,18.0,0.0,12,2,Bangladesh,08-10,9.0
3561,Naeem Islam,2011-10-11,1,West Indies,22.0,1.0,25,11,Bangladesh,11-13,5.28
3562,Najeeb Amar,2014-03-16,1,Nepal,29.0,1.0,18,5,Hong Kong,14-16,9.66666666667
3563,Narsingh Deonarine,2010-02-21,1,Australia,17.0,0.0,12,6,West Indies,08-10,8.5
3564,Narsingh Deonarine,2010-02-23,2,Australia,18.0,0.0,12,8,West Indies,08-10,9.0
3565,Narsingh Deonarine,2010-05-11,2,Australia,15.0,0.0,12,4,West Indies,08-10,7.5
3566,Narsingh Deonarine,2013-02-13,2,Australia,37.0,1.0,18,2,West Indies,11-13,12.3333333333
3567,Nasir Aziz,2015-07-12,2,Netherlands,21.0,0.0,24,12,United Arab Emirates,14-16,5.25
3568,Nasir Hossain,2011-11-29,1,Pakistan,12.0,1.0,13,5,Bangladesh,11-13,5.53846153846
3569,Nasir Hossain,2013-11-06,1,New Zealand,16.0,0.0,6,1,Bangladesh,11-13,16.0
3570,Nasir Hossain,2014-02-14,2,Sri Lanka,10.0,0.0,13,5,Bangladesh,14-16,4.61538461538
3571,Nasir Hossain,2014-03-18,1,Nepal,20.0,0.0,20,10,Bangladesh,14-16,6.0
3572,Nasir Hossain,2015-04-24,1,Pakistan,15.0,0.0,13,2,Bangladesh,14-16,6.92307692308
3573,Nasir Hossain,2015-07-05,1,South Africa,35.0,1.0,26,10,Bangladesh,14-16,8.07692307692
3574,Nasir Hossain,2015-07-07,1,South Africa,20.0,2.0,26,14,Bangladesh,14-16,4.61538461538
3575,Nasir Hossain,2015-11-13,1,Zimbabwe,29.0,1.0,18,8,Bangladesh,14-16,9.66666666667
3576,Nasir Hossain,2015-11-15,2,Zimbabwe,45.0,2.0,23,6,Bangladesh,14-16,11.7391304348
3577,Nasir Hossain,2016-03-06 00:00:00,2,India,22.0,0.0,18,5,Bangladesh,14-16,7.33333333333
3578,Nathan Astle,2005-10-21,1,South Africa,20.0,3.0,24,11,New Zealand,05-07,5.0
3579,Nathan Astle,2006-12-26,1,Sri Lanka,30.0,1.0,17,4,New Zealand,05-07,10.5882352941
3580,Nathan Bracken,2006-01-09,2,South Africa,9.0,2.0,18,13,Australia,05-07,3.0
3581,Nathan Bracken,2006-02-24,1,South Africa,42.0,1.0,26,10,Australia,05-07,9.69230769231
3582,Nathan Bracken,2007-01-09,2,England,19.0,2.0,19,9,Australia,05-07,6.0
3583,Nathan Bracken,2007-09-12,2,Zimbabwe,25.0,1.0,23,10,Australia,05-07,6.52173913043
3584,Nathan Bracken,2007-09-14,1,England,16.0,3.0,24,13,Australia,05-07,4.0
3585,Nathan Bracken,2007-09-16,1,Bangladesh,14.0,2.0,18,8,Australia,05-07,4.66666666667
3586,Nathan Bracken,2007-09-18,2,Pakistan,35.0,0.0,24,9,Australia,05-07,8.75
3587,Nathan Bracken,2007-09-20,1,Sri Lanka,14.0,2.0,21,12,Australia,05-07,4.0
3588,Nathan Bracken,2007-09-22,1,India,38.0,0.0,24,8,Australia,05-07,9.5
3589,Nathan Bracken,2007-10-20,2,India,18.0,0.0,13,8,Australia,05-07,8.30769230769
3590,Nathan Bracken,2007-12-11,2,New Zealand,6.0,0.0,14,10,Australia,05-07,2.57142857143
3591,Nathan Bracken,2008-02-01,1,India,11.0,3.0,15,8,Australia,08-10,4.4
3592,Nathan Bracken,2009-01-11,2,South Africa,17.0,2.0,19,9,Australia,08-10,5.36842105263
3593,Nathan Bracken,2009-01-13,1,South Africa,28.0,1.0,25,9,Australia,08-10,6.72
3594,Nathan Bracken,2009-02-15,2,New Zealand,16.0,1.0,24,16,Australia,08-10,4.0
3595,Nathan Bracken,2009-03-29,1,South Africa,41.0,1.0,27,14,Australia,08-10,9.11111111111
3596,Nathan Bracken,2009-05-07,2,Pakistan,22.0,0.0,20,10,Australia,08-10,6.6
3597,Nathan Bracken,2009-06-06,2,West Indies,20.0,0.0,13,3,Australia,08-10,9.23076923077
3598,Nathan Bracken,2009-06-08,2,Sri Lanka,32.0,0.0,25,6,Australia,08-10,7.68
3599,Nathan Coulter-Nile,2013-02-13,1,West Indies,35.0,1.0,25,10,Australia,11-13,8.4
3600,Nathan Coulter-Nile,2013-08-31,1,England,46.0,0.0,25,7,Australia,11-13,11.04
3601,Nathan Coulter-Nile,2013-10-10,2,India,42.0,1.0,26,8,Australia,11-13,9.69230769231
3602,Nathan Coulter-Nile,2014-01-29,2,England,30.0,4.0,24,15,Australia,14-16,7.5
3603,Nathan Coulter-Nile,2014-01-31,1,England,29.0,1.0,24,10,Australia,14-16,7.25
3604,Nathan Coulter-Nile,2014-02-02,2,England,21.0,2.0,24,16,Australia,14-16,5.25
3605,Nathan Coulter-Nile,2014-03-12,1,South Africa,17.0,1.0,12,6,Australia,14-16,8.5
3606,Nathan Coulter-Nile,2014-03-14,1,South Africa,31.0,0.0,26,11,Australia,14-16,7.15384615385
3607,Nathan Coulter-Nile,2014-03-23,1,Pakistan,33.0,2.0,25,8,Australia,14-16,7.92
3608,Nathan Coulter-Nile,2014-04-01,1,Bangladesh,15.0,2.0,20,12,Australia,14-16,4.5
3609,Nathan Coulter-Nile,2015-08-31,1,England,24.0,1.0,24,10,Australia,14-16,6.0
3610,Nathan Coulter-Nile,2016-03-04 00:00:00,2,South Africa,27.0,3.0,26,11,Australia,14-16,6.23076923077
3611,Nathan Hauritz,2009-05-07,2,Pakistan,19.0,1.0,21,10,Australia,08-10,5.42857142857
3612,Nathan Hauritz,2009-06-08,2,Sri Lanka,27.0,1.0,24,11,Australia,08-10,6.75
3613,Nathan Lyon,2016-01-29 00:00:00,1,India,14.0,0.0,7,0,Australia,14-16,12.0
3614,Nathan McCullum,2009-02-15,1,Australia,14.0,0.0,12,2,New Zealand,08-10,7.0
3615,Nathan McCullum,2009-02-25,1,India,27.0,1.0,12,3,New Zealand,08-10,13.5
3616,Nathan McCullum,2009-06-09,1,South Africa,18.0,2.0,24,10,New Zealand,08-10,4.5
3617,Nathan McCullum,2009-06-11,2,Ireland,15.0,4.0,18,9,New Zealand,08-10,5.0
3618,Nathan McCullum,2009-06-13,2,Pakistan,11.0,1.0,7,3,New Zealand,08-10,9.42857142857
3619,Nathan McCullum,2009-06-16,1,Sri Lanka,22.0,1.0,24,7,New Zealand,08-10,5.5
3620,Nathan McCullum,2009-09-04,2,Sri Lanka,18.0,2.0,18,4,New Zealand,08-10,6.0
3621,Nathan McCullum,2009-11-12,1,Pakistan,18.0,0.0,13,4,New Zealand,08-10,8.30769230769
3622,Nathan McCullum,2009-11-13,1,Pakistan,16.0,1.0,18,6,New Zealand,08-10,5.33333333333
3623,Nathan McCullum,2010-02-03,1,Bangladesh,15.0,2.0,24,15,New Zealand,08-10,3.75
3624,Nathan McCullum,2010-02-26,2,Australia,21.0,1.0,18,7,New Zealand,08-10,7.0
3625,Nathan McCullum,2010-02-28,2,Australia,17.0,0.0,6,0,New Zealand,08-10,17.0
3626,Nathan McCullum,2010-04-30,1,Sri Lanka,16.0,1.0,19,10,New Zealand,08-10,5.05263157895
3627,Nathan McCullum,2010-05-04,1,Zimbabwe,15.0,4.0,25,14,New Zealand,08-10,3.6
3628,Nathan McCullum,2010-05-06,1,South Africa,33.0,1.0,25,8,New Zealand,08-10,7.92
3629,Nathan McCullum,2010-05-08,2,Pakistan,19.0,1.0,24,9,New Zealand,08-10,4.75
3630,Nathan McCullum,2010-05-10,2,England,37.0,1.0,24,8,New Zealand,08-10,9.25
3631,Nathan McCullum,2010-05-22,2,Sri Lanka,18.0,0.0,13,4,New Zealand,08-10,8.30769230769
3632,Nathan McCullum,2010-05-23,2,Sri Lanka,15.0,2.0,24,13,New Zealand,08-10,3.75
3633,Nathan McCullum,2010-12-26,1,Pakistan,11.0,0.0,12,7,New Zealand,08-10,5.5
3634,Nathan McCullum,2010-12-28,2,Pakistan,16.0,4.0,24,14,New Zealand,08-10,4.0
3635,Nathan McCullum,2010-12-30,1,Pakistan,29.0,0.0,24,7,New Zealand,08-10,7.25
3636,Nathan McCullum,2011-10-15,1,Zimbabwe,17.0,2.0,18,9,New Zealand,11-13,5.66666666667
3637,Nathan McCullum,2011-10-17,2,Zimbabwe,23.0,3.0,18,6,New Zealand,11-13,7.66666666667
3638,Nathan McCullum,2012-02-11,1,Zimbabwe,11.0,1.0,12,5,New Zealand,11-13,5.5
3639,Nathan McCullum,2012-02-14,1,Zimbabwe,15.0,0.0,6,1,New Zealand,11-13,15.0
3640,Nathan McCullum,2012-02-17,1,South Africa,16.0,1.0,24,12,New Zealand,11-13,4.0
3641,Nathan McCullum,2012-02-19,2,South Africa,13.0,1.0,13,8,New Zealand,11-13,6.0
3642,Nathan McCullum,2012-02-22,1,South Africa,22.0,0.0,12,1,New Zealand,11-13,11.0
3643,Nathan McCullum,2012-06-30,1,West Indies,30.0,0.0,24,11,New Zealand,11-13,7.5
3644,Nathan McCullum,2012-07-01,1,West Indies,19.0,2.0,18,9,New Zealand,11-13,6.33333333333
3645,Nathan McCullum,2012-09-21,2,Bangladesh,14.0,1.0,25,13,New Zealand,11-13,3.36
3646,Nathan McCullum,2012-09-23,1,Pakistan,23.0,0.0,12,4,New Zealand,11-13,11.5
3647,Nathan McCullum,2012-09-27,2,Sri Lanka,25.0,0.0,18,5,New Zealand,11-13,8.33333333333
3648,Nathan McCullum,2012-09-29,2,England,21.0,1.0,25,9,New Zealand,11-13,5.04
3649,Nathan McCullum,2012-10-01,1,West Indies,19.0,2.0,24,11,New Zealand,11-13,4.75
3650,Nathan McCullum,2012-12-21,2,South Africa,7.0,0.0,12,8,New Zealand,11-13,3.5
3651,Nathan McCullum,2012-12-23,1,South Africa,23.0,0.0,24,9,New Zealand,11-13,5.75
3652,Nathan McCullum,2012-12-26,1,South Africa,27.0,0.0,18,4,New Zealand,11-13,9.0
3653,Nathan McCullum,2013-02-09,1,England,49.0,0.0,24,6,New Zealand,11-13,12.25
3654,Nathan McCullum,2013-02-12,2,England,25.0,1.0,19,6,New Zealand,11-13,7.89473684211
3655,Nathan McCullum,2013-02-15,2,England,32.0,0.0,24,7,New Zealand,11-13,8.0
3656,Nathan McCullum,2013-06-25,2,England,36.0,1.0,19,5,New Zealand,11-13,11.3684210526
3657,Nathan McCullum,2013-11-06,2,Bangladesh,18.0,1.0,12,3,New Zealand,11-13,9.0
3658,Nathan McCullum,2013-11-21,2,Sri Lanka,34.0,0.0,23,4,New Zealand,11-13,8.86956521739
3659,Nathan McCullum,2014-01-11,2,West Indies,24.0,4.0,24,12,New Zealand,14-16,6.0
3660,Nathan McCullum,2014-01-15,1,West Indies,17.0,1.0,24,10,New Zealand,14-16,4.25
3661,Nathan McCullum,2014-03-22,1,England,31.0,1.0,25,10,New Zealand,14-16,7.44
3662,Nathan McCullum,2014-03-24,1,South Africa,24.0,1.0,24,5,New Zealand,14-16,6.0
3663,Nathan McCullum,2014-03-29,1,Netherlands,20.0,1.0,24,10,New Zealand,14-16,5.0
3664,Nathan McCullum,2014-03-31,1,Sri Lanka,8.0,1.0,12,7,New Zealand,14-16,4.0
3665,Nathan McCullum,2014-12-04,2,Pakistan,25.0,1.0,25,6,New Zealand,14-16,6.0
3666,Nathan McCullum,2014-12-05,2,Pakistan,16.0,0.0,18,5,New Zealand,14-16,5.33333333333
3667,Nathan McCullum,2015-06-23,1,England,41.0,0.0,25,3,New Zealand,14-16,9.84
3668,Nathan McCullum,2015-08-09,2,Zimbabwe,24.0,1.0,25,7,New Zealand,14-16,5.76
3669,Nathan McCullum,2015-08-14,2,South Africa,34.0,0.0,24,4,New Zealand,14-16,8.5
3670,Nathan McCullum,2015-08-16,2,South Africa,31.0,2.0,24,6,New Zealand,14-16,7.75
3671,Natsai M'shangwe,2013-03-02,2,West Indies,33.0,0.0,18,6,Zimbabwe,11-13,11.0
3672,Natsai M'shangwe,2013-03-03,1,West Indies,33.0,2.0,24,6,Zimbabwe,11-13,8.25
3673,Natsai M'shangwe,2013-05-12,1,Bangladesh,27.0,1.0,20,7,Zimbabwe,11-13,8.1
3674,Natsai M'shangwe,2014-03-19,1,Netherlands,22.0,0.0,26,10,Zimbabwe,14-16,5.07692307692
3675,Natsai M'shangwe,2014-03-21,1,United Arab Emirates,21.0,0.0,14,5,Zimbabwe,14-16,9.0
3676,Naved-ul-Hasan,2006-08-28,1,England,25.0,1.0,25,10,Pakistan,05-07,6.0
3677,Naved-ul-Hasan,2007-02-02,2,South Africa,28.0,0.0,19,11,Pakistan,05-07,8.84210526316
3678,Naved-ul-Hasan,2009-08-12,2,Sri Lanka,18.0,3.0,20,11,Pakistan,08-10,5.4
3679,Naved-ul-Hasan,2010-02-05,1,Australia,27.0,1.0,24,7,Pakistan,08-10,6.75
3680,Nawroz Mangal,2010-02-01,2,Ireland,4.0,0.0,1,0,Afghanistan,08-10,24.0
3681,Nawroz Mangal,2010-02-13,1,Ireland,21.0,3.0,26,9,Afghanistan,08-10,4.84615384615
3682,Nawroz Mangal,2010-05-01,2,India,14.0,0.0,5,2,Afghanistan,08-10,16.8
3683,Nawroz Mangal,2010-05-05,1,South Africa,18.0,1.0,19,9,Afghanistan,08-10,5.68421052632
3684,Nawroz Mangal,2012-03-18,2,Canada,4.0,0.0,7,3,Afghanistan,11-13,3.42857142857
3685,Nawroz Mangal,2013-11-16,2,Scotland,14.0,0.0,6,1,Afghanistan,11-13,14.0
3686,Nazmul Hossain,2009-08-02,2,West Indies,15.0,1.0,12,5,Bangladesh,08-10,7.5
3687,Nazmul Hossain,2010-02-03,2,New Zealand,18.0,0.0,12,5,Bangladesh,08-10,9.0
3688,Nazmul Hossain,2012-07-21,1,Ireland,11.0,0.0,6,3,Bangladesh,11-13,11.0
3689,Nazmul Hossain,2012-07-25,1,Netherlands,23.0,0.0,12,1,Bangladesh,11-13,11.5
3690,Nehemiah Odhiambo,2007-09-12,2,New Zealand,8.0,0.0,6,1,Kenya,05-07,8.0
3691,Nehemiah Odhiambo,2007-09-14,1,Sri Lanka,55.0,1.0,26,6,Kenya,05-07,12.6923076923
3692,Nehemiah Odhiambo,2010-02-01,1,Scotland,13.0,0.0,12,7,Kenya,08-10,6.5
3693,Nehemiah Odhiambo,2010-02-04,1,Scotland,19.0,5.0,25,15,Kenya,08-10,4.56
3694,Nehemiah Odhiambo,2010-02-10,1,Canada,16.0,3.0,12,3,Kenya,08-10,8.0
3695,Nehemiah Odhiambo,2010-02-11,2,Netherlands,23.0,0.0,20,11,Kenya,08-10,6.9
3696,Nehemiah Odhiambo,2012-02-22,2,Ireland,16.0,1.0,12,5,Kenya,11-13,8.0
3697,Nehemiah Odhiambo,2012-02-23,2,Ireland,30.0,0.0,18,5,Kenya,11-13,10.0
3698,Nehemiah Odhiambo,2012-03-13,1,Scotland,7.0,0.0,13,9,Kenya,11-13,3.23076923077
3699,Nehemiah Odhiambo,2012-03-14,2,Ireland,20.0,0.0,13,7,Kenya,11-13,9.23076923077
3700,Nehemiah Odhiambo,2013-03-16,2,Canada,26.0,1.0,18,2,Kenya,11-13,8.66666666667
3701,Nehemiah Odhiambo,2013-04-19,1,Netherlands,34.0,2.0,25,8,Kenya,11-13,8.16
3702,Nehemiah Odhiambo,2013-04-20,1,Netherlands,15.0,2.0,12,8,Kenya,11-13,7.5
3703,Nehemiah Odhiambo,2013-07-04,1,Scotland,17.0,0.0,26,14,Kenya,11-13,3.92307692308
3704,Nehemiah Odhiambo,2013-07-05,2,Scotland,8.0,0.0,12,7,Kenya,11-13,4.0
3705,Nehemiah Odhiambo,2013-09-30,1,Afghanistan,36.0,1.0,30,12,Kenya,11-13,7.2
3706,Nehemiah Odhiambo,2013-10-11,2,Afghanistan,19.0,1.0,19,10,Kenya,11-13,6.0
3707,Nehemiah Odhiambo,2013-11-19,2,Scotland,10.0,1.0,14,10,Kenya,11-13,4.28571428571
3708,Nehemiah Odhiambo,2013-11-23,1,Netherlands,25.0,1.0,20,9,Kenya,11-13,7.5
3709,Nehemiah Odhiambo,2013-11-24,1,Afghanistan,26.0,0.0,13,1,Kenya,11-13,12.0
3710,Nehemiah Odhiambo,2013-11-26,2,Canada,13.0,0.0,13,6,Kenya,11-13,6.0
3711,Neil Carter,2013-03-03,1,Afghanistan,26.0,2.0,25,14,Scotland,11-13,6.24
3712,Neil Carter,2013-07-04,2,Kenya,10.0,1.0,18,12,Scotland,11-13,3.33333333333
3713,Neil Carter,2013-07-05,1,Kenya,15.0,1.0,24,11,Scotland,11-13,3.75
3714,Neil Carter,2013-11-16,1,Afghanistan,23.0,0.0,25,12,Scotland,11-13,5.52
3715,Neil Carter,2013-11-19,1,Kenya,37.0,0.0,24,8,Scotland,11-13,9.25
3716,Neil Carter,2013-11-22,2,Netherlands,36.0,1.0,24,7,Scotland,11-13,9.0
3717,Neil Carter,2013-11-28,2,Netherlands,19.0,1.0,18,9,Scotland,11-13,6.33333333333
3718,Nelson Odhiambo,2010-02-04,1,Scotland,27.0,3.0,26,14,Kenya,08-10,6.23076923077
3719,Nelson Odhiambo,2012-02-23,2,Ireland,13.0,0.0,13,6,Kenya,11-13,6.0
3720,Nelson Odhiambo,2012-02-24,1,Ireland,15.0,1.0,18,7,Kenya,11-13,5.0
3721,Nelson Odhiambo,2013-03-15,2,Canada,21.0,0.0,13,4,Kenya,11-13,9.69230769231
3722,Nelson Odhiambo,2013-07-04,1,Scotland,20.0,1.0,12,4,Kenya,11-13,10.0
3723,Nelson Odhiambo,2013-11-26,2,Canada,12.0,0.0,12,6,Kenya,11-13,6.0
3724,Neville Madziva,2015-07-17,1,India,42.0,0.0,28,8,Zimbabwe,14-16,9.0
3725,Neville Madziva,2015-10-28,2,Afghanistan,33.0,0.0,20,6,Zimbabwe,14-16,9.9
3726,Neville Madziva,2015-11-13,2,Bangladesh,18.0,0.0,20,8,Zimbabwe,14-16,5.4
3727,Neville Madziva,2015-11-15,1,Bangladesh,24.0,3.0,25,13,Zimbabwe,14-16,5.76
3728,Neville Madziva,2016-01-17 00:00:00,1,Bangladesh,30.0,0.0,18,6,Zimbabwe,14-16,10.0
3729,Neville Madziva,2016-01-22 00:00:00,2,Bangladesh,33.0,4.0,25,12,Zimbabwe,14-16,7.92
3730,Nicky Boje,2005-10-21,2,New Zealand,27.0,1.0,24,9,South Africa,05-07,6.75
3731,Nigel Jones,2010-02-13,2,Afghanistan,8.0,0.0,6,1,Ireland,08-10,8.0
3732,Nigel Jones,2012-02-24,2,Kenya,6.0,0.0,6,2,Ireland,11-13,6.0
3733,Nikita Miller,2009-08-02,1,Bangladesh,20.0,3.0,25,14,West Indies,08-10,4.8
3734,Nikita Miller,2010-02-21,1,Australia,20.0,2.0,24,9,West Indies,08-10,5.0
3735,Nikita Miller,2010-02-23,2,Australia,56.0,2.0,22,6,West Indies,08-10,15.2727272727
3736,Nikita Miller,2010-04-30,2,Ireland,16.0,1.0,25,10,West Indies,08-10,3.84
3737,Nikita Miller,2010-05-03,1,England,29.0,1.0,24,10,West Indies,08-10,7.25
3738,Nikita Miller,2010-05-11,2,Australia,16.0,0.0,24,10,West Indies,08-10,4.0
3739,Nikita Miller,2010-05-19,1,South Africa,13.0,1.0,12,5,West Indies,08-10,6.5
3740,Nikita Miller,2014-01-11,1,New Zealand,26.0,2.0,18,7,West Indies,14-16,8.66666666667
3741,Nikita Miller,2014-01-15,2,New Zealand,24.0,0.0,18,5,West Indies,14-16,8.0
3742,Nizakat Khan,2014-03-18,2,Afghanistan,18.0,0.0,13,7,Hong Kong,14-16,8.30769230769
3743,Nizakat Khan,2014-03-20,1,Bangladesh,15.0,3.0,26,13,Hong Kong,14-16,3.46153846154
3744,Nizakat Khan,2015-07-15,1,Nepal,9.0,1.0,19,11,Hong Kong,14-16,2.84210526316
3745,Nizakat Khan,2015-07-17,2,Ireland,16.0,2.0,25,10,Hong Kong,14-16,3.84
3746,Nkrumah Bonner,2011-09-23,2,England,16.0,0.0,14,4,West Indies,11-13,6.85714285714
3747,Norman Vanua,2015-07-15,1,Ireland,21.0,2.0,25,13,Papua New Guinea,14-16,5.04
3748,Norman Vanua,2015-07-17,1,Nepal,15.0,2.0,20,14,Papua New Guinea,14-16,4.5
3749,Norman Vanua,2015-07-23,2,Afghanistan,18.0,2.0,21,12,Papua New Guinea,14-16,5.14285714286
3750,Norman Vanua,2016-02-06 00:00:00,2,Ireland,25.0,3.0,25,10,Papua New Guinea,14-16,6.0
3751,Norman Vanua,2016-02-07 00:00:00,1,Ireland,17.0,0.0,12,2,Papua New Guinea,14-16,8.5
3752,Norman Vanua,2016-02-09 00:00:00,2,Ireland,20.0,1.0,26,12,Papua New Guinea,14-16,4.61538461538
3753,Nosaina Pokana,2016-02-06 00:00:00,2,Ireland,17.0,1.0,12,5,Papua New Guinea,14-16,8.5
3754,Nosaina Pokana,2016-02-07 00:00:00,1,Ireland,7.0,0.0,7,4,Papua New Guinea,14-16,6.0
3755,Nosaina Pokana,2016-02-09 00:00:00,2,Ireland,5.0,1.0,12,8,Papua New Guinea,14-16,2.5
3756,Nuwan Kulasekara,2008-10-11,2,Pakistan,36.0,0.0,23,7,Sri Lanka,08-10,9.39130434783
3757,Nuwan Kulasekara,2008-10-12,2,Canada,22.0,1.0,25,13,Sri Lanka,08-10,5.28
3758,Nuwan Kulasekara,2009-06-12,2,Pakistan,30.0,2.0,24,8,Sri Lanka,08-10,7.5
3759,Nuwan Kulasekara,2009-06-14,2,Ireland,46.0,1.0,25,9,Sri Lanka,08-10,11.04
3760,Nuwan Kulasekara,2009-08-12,1,Pakistan,37.0,1.0,24,8,Sri Lanka,08-10,9.25
3761,Nuwan Kulasekara,2009-09-02,1,New Zealand,21.0,3.0,24,11,Sri Lanka,08-10,5.25
3762,Nuwan Kulasekara,2009-09-04,1,New Zealand,40.0,0.0,24,11,Sri Lanka,08-10,10.0
3763,Nuwan Kulasekara,2009-12-09,2,India,36.0,1.0,18,5,Sri Lanka,08-10,12.0
3764,Nuwan Kulasekara,2009-12-12,2,India,49.0,1.0,25,6,Sri Lanka,08-10,11.76
3765,Nuwan Kulasekara,2010-05-07,2,West Indies,24.0,1.0,27,13,Sri Lanka,08-10,5.33333333333
3766,Nuwan Kulasekara,2010-05-22,1,New Zealand,22.0,1.0,18,7,Sri Lanka,08-10,7.33333333333
3767,Nuwan Kulasekara,2010-05-23,1,New Zealand,4.0,3.0,18,14,Sri Lanka,08-10,1.33333333333
3768,Nuwan Kulasekara,2011-06-25,1,England,15.0,1.0,18,9,Sri Lanka,11-13,5.0
3769,Nuwan Kulasekara,2011-08-06,2,Australia,36.0,2.0,27,12,Sri Lanka,11-13,8.0
3770,Nuwan Kulasekara,2011-08-08,2,Australia,25.0,0.0,19,9,Sri Lanka,11-13,7.89473684211
