,bowler_name,year,runs_conceded,balls_bowled,wickets_taken,num_dots,num_spells,team,average,wickets_per_spell,strike_rate,economy_rate,prop_dot
0,Aamer Yamin,14-16,12.0,12,1.0,7,1,Pakistan,12.0,1.0,12.0,6.0,58.3333333333
1,Aamir Kaleem,14-16,115.0,78,5.0,18,5,Oman,23.0,1.0,15.6,8.84615384615,23.0769230769
2,Aaron Finch,11-13,9.0,6,0.0,3,1,Australia,inf,0.0,inf,9.0,50.0
3,Aaron Finch,14-16,18.0,6,0.0,1,1,Australia,inf,0.0,inf,18.0,16.6666666667
4,Aaron Phangiso,11-13,95.0,67,4.0,27,3,South Africa,23.75,1.33333333333,16.75,8.50746268657,40.2985074627
5,Aaron Phangiso,14-16,174.0,140,9.0,56,6,South Africa,19.3333333333,1.5,15.5555555556,7.45714285714,40.0
6,Aaron Redmond,08-10,23.0,18,2.0,5,1,New Zealand,11.5,2.0,9.0,7.66666666667,27.7777777778
7,Abdool Samad,08-10,34.0,14,1.0,3,1,Canada,34.0,1.0,14.0,14.5714285714,21.4285714286
8,Abdul Razzaq,05-07,57.0,37,3.0,11,2,Pakistan,19.0,1.5,12.3333333333,9.24324324324,29.7297297297
9,Abdul Razzaq,08-10,300.0,281,17.0,139,17,Pakistan,17.6470588235,1.0,16.5294117647,6.40569395018,49.4661921708
10,Abdul Razzaq,11-13,34.0,25,2.0,12,3,Pakistan,17.0,0.666666666667,12.5,8.16,48.0
11,Abdur Rauf,08-10,20.0,19,0.0,13,1,Pakistan,inf,0.0,inf,6.31578947368,68.4210526316
12,Abdur Razzak,05-07,157.0,166,11.0,75,7,Bangladesh,14.2727272727,1.57142857143,15.0909090909,5.67469879518,45.1807228916
13,Abdur Razzak,08-10,146.0,112,7.0,38,5,Bangladesh,20.8571428571,1.4,16.0,7.82142857143,33.9285714286
14,Abdur Razzak,11-13,389.0,355,21.0,169,15,Bangladesh,18.5238095238,1.4,16.9047619048,6.57464788732,47.6056338028
15,Abdur Razzak,14-16,95.0,97,6.0,46,5,Bangladesh,15.8333333333,1.2,16.1666666667,5.87628865979,47.4226804124
16,Abdur Rehman,05-07,41.0,38,2.0,18,2,Pakistan,20.5,1.0,19.0,6.47368421053,47.3684210526
17,Abdur Rehman,08-10,104.0,95,7.0,40,4,Pakistan,14.8571428571,1.75,13.5714285714,6.56842105263,42.1052631579
18,Abdur Rehman,11-13,39.0,31,3.0,16,2,Pakistan,13.0,1.5,10.3333333333,7.54838709677,51.6129032258
19,Abu Hider,14-16,84.0,57,3.0,23,3,Bangladesh,28.0,1.0,19.0,8.84210526316,40.350877193
20,Abul Hasan,11-13,106.0,68,2.0,24,4,Bangladesh,53.0,0.5,34.0,9.35294117647,35.2941176471
21,Abzal Dean,08-10,18.0,12,1.0,4,1,Canada,18.0,1.0,12.0,9.0,33.3333333333
22,Abzal Dean,11-13,14.0,12,0.0,6,1,Canada,inf,0.0,inf,7.0,50.0
23,Adam Milne,08-10,91.0,50,1.0,22,2,New Zealand,91.0,0.5,50.0,10.92,44.0
24,Adam Milne,11-13,48.0,24,0.0,3,2,New Zealand,inf,0.0,inf,12.0,12.5
25,Adam Milne,14-16,229.0,238,17.0,125,10,New Zealand,13.4705882353,1.7,14.0,5.7731092437,52.5210084034
26,Adam Voges,08-10,5.0,12,2.0,7,1,Australia,2.5,2.0,6.0,2.5,58.3333333333
27,Adam Zampa,14-16,23.0,25,0.0,9,1,Australia,inf,0.0,inf,5.52,36.0
28,Adil Mehmood,14-16,12.0,6,0.0,1,1,Hong Kong,inf,0.0,inf,12.0,16.6666666667
29,Adil Rashid,08-10,120.0,84,3.0,27,5,England,40.0,0.6,28.0,8.57142857143,32.1428571429
30,Adil Rashid,14-16,166.0,138,6.0,46,6,England,27.6666666667,1.0,23.0,7.21739130435,33.3333333333
31,Aftab Ahmed,08-10,8.0,2,0.0,0,1,Bangladesh,inf,0.0,inf,24.0,0.0
32,Aftab Alam,11-13,80.0,68,3.0,29,3,Afghanistan,26.6666666667,1.0,22.6666666667,7.05882352941,42.6470588235
33,Aftab Alam,14-16,80.0,56,5.0,14,3,Afghanistan,16.0,1.66666666667,11.2,8.57142857143,25.0
34,Ahmed Raza,14-16,261.0,245,7.0,97,12,United Arab Emirates,37.2857142857,0.583333333333,35.0,6.39183673469,39.5918367347
35,Ahmed Shehzad,14-16,10.0,6,0.0,0,1,Pakistan,inf,0.0,inf,10.0,0.0
36,Ahsan Malik,11-13,227.0,172,12.0,56,8,Netherlands,18.9166666667,1.5,14.3333333333,7.91860465116,32.5581395349
37,Ahsan Malik,14-16,385.0,345,31.0,142,16,Netherlands,12.4193548387,1.9375,11.1290322581,6.69565217391,41.1594202899
38,Aizaz Cheema,11-13,110.0,107,8.0,39,5,Pakistan,13.75,1.6,13.375,6.16822429907,36.4485981308
39,Aizaz Khan,14-16,415.0,348,19.0,140,16,Hong Kong,21.8421052632,1.1875,18.3157894737,7.15517241379,40.2298850575
40,Ajantha Mendis,08-10,401.0,433,33.0,191,19,Sri Lanka,12.1515151515,1.73684210526,13.1212121212,5.55658198614,44.1108545035
41,Ajantha Mendis,11-13,376.0,348,29.0,145,15,Sri Lanka,12.9655172414,1.93333333333,12.0,6.48275862069,41.6666666667
42,Ajantha Mendis,14-16,157.0,112,7.0,42,5,Sri Lanka,22.4285714286,1.4,16.0,8.41071428571,37.5
43,Ajay Lalcheta,14-16,214.0,190,6.0,83,8,Oman,35.6666666667,0.75,31.6666666667,6.75789473684,43.6842105263
44,Ajit Agarkar,05-07,85.0,63,3.0,26,3,India,28.3333333333,1.0,21.0,8.09523809524,41.2698412698
45,Ajmal Shahzad,08-10,38.0,24,2.0,10,1,England,19.0,2.0,12.0,9.5,41.6666666667
46,Ajmal Shahzad,11-13,58.0,43,1.0,17,2,England,58.0,0.5,43.0,8.09302325581,39.5348837209
47,Akila Dananjaya,11-13,86.0,72,5.0,25,4,Sri Lanka,17.2,1.25,14.4,7.16666666667,34.7222222222
48,Al-Amin Hossain,11-13,30.0,25,2.0,9,1,Bangladesh,15.0,2.0,12.5,7.2,36.0
49,Al-Amin Hossain,14-16,396.0,352,31.0,175,16,Bangladesh,12.7741935484,1.9375,11.3548387097,6.75,49.7159090909
50,Alasdair Evans,14-16,188.0,193,14.0,95,8,Scotland,13.4285714286,1.75,13.7857142857,5.84455958549,49.2227979275
51,Albie Morkel,05-07,144.0,146,5.0,66,10,South Africa,28.8,0.5,29.2,5.91780821918,45.2054794521
52,Albie Morkel,08-10,446.0,326,14.0,125,20,South Africa,31.8571428571,0.7,23.2857142857,8.20858895706,38.3435582822
53,Albie Morkel,11-13,120.0,102,4.0,40,8,South Africa,30.0,0.5,25.5,7.05882352941,39.2156862745
54,Albie Morkel,14-16,125.0,101,5.0,35,7,South Africa,25.0,0.714285714286,20.2,7.42574257426,34.6534653465
55,Alex Cusack,08-10,295.0,273,18.0,115,13,Ireland,16.3888888889,1.38461538462,15.1666666667,6.48351648352,42.1245421245
56,Alex Cusack,11-13,143.0,141,8.0,64,8,Ireland,17.875,1.0,17.625,6.08510638298,45.390070922
57,Alex Cusack,14-16,235.0,200,9.0,87,10,Ireland,26.1111111111,0.9,22.2222222222,7.05,43.5
58,Alex Obanda,11-13,8.0,6,1.0,1,1,Kenya,8.0,1.0,6.0,8.0,16.6666666667
59,Alfonso Thomas,05-07,24.0,26,3.0,15,1,South Africa,8.0,3.0,8.66666666667,5.53846153846,57.6923076923
60,Alok Kapali,05-07,23.0,12,0.0,2,1,Bangladesh,inf,0.0,inf,11.5,16.6666666667
61,Alok Kapali,11-13,11.0,19,2.0,9,1,Bangladesh,5.5,2.0,9.5,3.47368421053,47.3684210526
62,Amir Ali,14-16,30.0,24,1.0,9,3,Oman,30.0,0.333333333333,24.0,7.5,37.5
63,Amir Hamza,11-13,123.0,123,7.0,50,7,Afghanistan,17.5714285714,1.0,17.5714285714,6.0,40.6504065041
64,Amir Hamza,14-16,202.0,178,9.0,68,8,Afghanistan,22.4444444444,1.125,19.7777777778,6.80898876404,38.202247191
65,Amit Mishra,08-10,21.0,24,1.0,11,1,India,21.0,1.0,24.0,5.25,45.8333333333
66,Amit Mishra,14-16,144.0,135,10.0,58,6,India,14.4,1.66666666667,13.5,6.4,42.962962963
67,Amjad Javed,14-16,367.0,298,22.0,133,15,United Arab Emirates,16.6818181818,1.46666666667,13.5454545455,7.38926174497,44.6308724832
68,Amjad Khan,08-10,32.0,26,2.0,12,1,England,16.0,2.0,13.0,7.38461538462,46.1538461538
69,Amrit Bhattarai,14-16,11.0,19,2.0,11,1,Nepal,5.5,2.0,9.5,3.47368421053,57.8947368421
70,Anas Khan,14-16,4.0,24,1.0,20,1,Hong Kong,4.0,1.0,24.0,1.0,83.3333333333
71,Andre Adams,05-07,104.0,78,3.0,33,4,New Zealand,34.6666666667,0.75,26.0,8.0,42.3076923077
72,Andre Botha,08-10,158.0,196,19.0,95,9,Ireland,8.31578947368,2.11111111111,10.3157894737,4.83673469388,48.4693877551
73,Andre Nel,05-07,42.0,48,2.0,23,2,South Africa,21.0,1.0,24.0,5.25,47.9166666667
74,Andre Russell,11-13,188.0,121,2.0,40,11,West Indies,94.0,0.181818181818,60.5,9.32231404959,33.0578512397
75,Andre Russell,14-16,310.0,221,12.0,79,16,West Indies,25.8333333333,0.75,18.4166666667,8.41628959276,35.7466063348
76,Andrew Ellis,11-13,103.0,62,2.0,14,4,New Zealand,51.5,0.5,31.0,9.96774193548,22.5806451613
77,Andrew Flintoff,05-07,156.0,155,4.0,72,7,England,39.0,0.571428571429,38.75,6.03870967742,46.4516129032
78,Andrew Hall,05-07,59.0,49,3.0,19,2,South Africa,19.6666666667,1.5,16.3333333333,7.22448979592,38.7755102041
79,Andrew Symonds,05-07,272.0,190,10.0,51,12,Australia,27.2,0.833333333333,19.0,8.58947368421,26.8421052632
80,Andrew Tye,14-16,118.0,69,2.0,18,3,Australia,59.0,0.666666666667,34.5,10.2608695652,26.0869565217
81,Andrew White,11-13,17.0,25,2.0,10,1,Ireland,8.5,2.0,12.5,4.08,40.0
82,Andy McBrine,14-16,112.0,90,6.0,37,6,Ireland,18.6666666667,1.0,15.0,7.46666666667,41.1111111111
83,Andy McKay,08-10,30.0,35,2.0,18,2,New Zealand,15.0,1.0,17.5,5.14285714286,51.4285714286
84,Angelo Mathews,08-10,341.0,288,15.0,129,17,Sri Lanka,22.7333333333,0.882352941176,19.2,7.10416666667,44.7916666667
85,Angelo Mathews,11-13,338.0,309,11.0,142,18,Sri Lanka,30.7272727273,0.611111111111,28.0909090909,6.56310679612,45.9546925566
86,Angelo Mathews,14-16,216.0,220,9.0,110,12,Sri Lanka,24.0,0.75,24.4444444444,5.89090909091,50.0
87,Angelo Perera,11-13,17.0,6,0.0,1,1,Sri Lanka,inf,0.0,inf,17.0,16.6666666667
88,Anshy Rath,14-16,232.0,178,3.0,58,10,Hong Kong,77.3333333333,0.3,59.3333333333,7.8202247191,32.5842696629
89,Anthony Martin,11-13,20.0,18,1.0,7,1,West Indies,20.0,1.0,18.0,6.66666666667,38.8888888889
90,Anton Devcich,11-13,45.0,36,0.0,8,2,New Zealand,inf,0.0,inf,7.5,22.2222222222
91,Anton Devcich,14-16,35.0,36,2.0,12,2,New Zealand,17.5,1.0,18.0,5.83333333333,33.3333333333
92,Anwar Ali,08-10,19.0,12,0.0,4,1,Pakistan,inf,0.0,inf,9.5,33.3333333333
93,Anwar Ali,11-13,67.0,42,2.0,18,3,Pakistan,33.5,0.666666666667,21.0,9.57142857143,42.8571428571
94,Anwar Ali,14-16,273.0,219,9.0,92,11,Pakistan,30.3333333333,0.818181818182,24.3333333333,7.47945205479,42.0091324201
95,Arafat Sunny,14-16,182.0,153,8.0,65,8,Bangladesh,22.75,1.0,19.125,7.13725490196,42.4836601307
96,Arsalan Qadir,08-10,12.0,6,0.0,1,1,Canada,inf,0.0,inf,12.0,16.6666666667
97,Asad Ali,11-13,29.0,28,0.0,16,2,Pakistan,inf,0.0,inf,6.21428571429,57.1428571429
98,Asela Gunaratne,14-16,22.0,17,0.0,5,1,Sri Lanka,inf,0.0,inf,7.76470588235,29.4117647059
99,Ashish Nehra,08-10,246.0,168,12.0,64,7,India,20.5,1.71428571429,14.0,8.78571428571,38.0952380952
100,Ashish Nehra,11-13,22.0,24,2.0,11,1,India,11.0,2.0,12.0,5.5,45.8333333333
101,Ashish Nehra,14-16,250.0,212,13.0,104,10,India,19.2307692308,1.3,16.3076923077,7.07547169811,49.0566037736
102,Ashley Noffke,05-07,17.0,22,4.0,15,1,Australia,4.25,4.0,5.5,4.63636363636,68.1818181818
103,Ashley Noffke,08-10,23.0,24,1.0,7,1,Australia,23.0,1.0,24.0,5.75,29.1666666667
104,Ashley Nurse,11-13,55.0,49,0.0,13,2,West Indies,inf,0.0,inf,6.73469387755,26.5306122449
105,Ashley Nurse,14-16,46.0,30,0.0,10,2,West Indies,inf,0.0,inf,9.2,33.3333333333
106,Ashok Dinda,08-10,73.0,63,5.0,32,3,India,14.6,1.66666666667,12.6,6.95238095238,50.7936507937
107,Ashok Dinda,11-13,166.0,123,12.0,56,6,India,13.8333333333,2.0,10.25,8.09756097561,45.5284552846
108,Ashton Agar,14-16,25.0,12,1.0,2,1,Australia,25.0,1.0,12.0,12.5,16.6666666667
109,Assad Vala,14-16,53.0,58,8.0,20,4,Papua New Guinea,6.625,2.0,7.25,5.48275862069,34.4827586207
110,Avinash Karn,14-16,49.0,48,1.0,16,2,Nepal,49.0,0.5,48.0,6.125,33.3333333333
111,Axar Patel,14-16,101.0,91,5.0,35,4,India,20.2,1.25,18.2,6.65934065934,38.4615384615
112,Balaji Rao,08-10,105.0,87,6.0,36,4,Canada,17.5,1.5,14.5,7.24137931034,41.3793103448
113,Basant Regmi,14-16,221.0,234,16.0,101,11,Nepal,13.8125,1.45454545455,14.625,5.66666666667,43.1623931624
114,Ben Cutting,11-13,70.0,42,1.0,7,2,Australia,70.0,0.5,42.0,10.0,16.6666666667
115,Ben Cutting,14-16,27.0,26,1.0,9,2,Australia,27.0,0.5,26.0,6.23076923077,34.6153846154
116,Ben Hilfenhaus,05-07,40.0,52,3.0,28,2,Australia,13.3333333333,1.5,17.3333333333,4.61538461538,53.8461538462
117,Ben Hilfenhaus,08-10,96.0,93,5.0,44,4,Australia,19.2,1.25,18.6,6.1935483871,47.311827957
118,Ben Hilfenhaus,11-13,18.0,18,1.0,11,1,Australia,18.0,1.0,18.0,6.0,61.1111111111
119,Ben Laughlin,08-10,31.0,25,1.0,13,1,Australia,31.0,1.0,25.0,7.44,52.0
120,Ben Laughlin,11-13,86.0,47,1.0,15,2,Australia,86.0,0.5,47.0,10.9787234043,31.914893617
121,Ben Stokes,11-13,25.0,19,0.0,6,1,England,inf,0.0,inf,7.89473684211,31.5789473684
122,Ben Stokes,14-16,167.0,117,6.0,51,6,England,27.8333333333,1.0,19.5,8.5641025641,43.5897435897
123,Beuran Hendricks,14-16,142.0,107,8.0,45,5,South Africa,17.75,1.6,13.375,7.96261682243,42.0560747664
124,Bhuvneshwar Kumar,11-13,84.0,77,7.0,39,3,India,12.0,2.33333333333,11.0,6.54545454545,50.6493506494
125,Bhuvneshwar Kumar,14-16,198.0,232,9.0,139,11,India,22.0,0.818181818182,25.7777777778,5.12068965517,59.9137931034
126,Bilal Khan,14-16,229.0,205,15.0,97,9,Oman,15.2666666667,1.66666666667,13.6666666667,6.70243902439,47.3170731707
127,Bilawal Bhatti,11-13,128.0,102,4.0,36,5,Pakistan,32.0,0.8,25.5,7.52941176471,35.2941176471
128,Bilawal Bhatti,14-16,112.0,65,4.0,17,4,Pakistan,28.0,1.0,16.25,10.3384615385,26.1538461538
129,Binura Fernando,14-16,63.0,48,3.0,19,2,Sri Lanka,21.0,1.5,16.0,7.875,39.5833333333
130,Boyd Rankin,08-10,135.0,122,5.0,57,5,Ireland,27.0,1.0,24.4,6.6393442623,46.7213114754
131,Boyd Rankin,11-13,209.0,248,11.0,142,10,Ireland,19.0,1.1,22.5454545455,5.0564516129,57.2580645161
132,Boyd Rankin,14-16,30.0,51,6.0,33,2,Ireland,5.0,3.0,8.5,3.52941176471,64.7058823529
133,Brad Hodge,05-07,20.0,12,0.0,5,1,Australia,inf,0.0,inf,10.0,41.6666666667
134,Brad Hodge,14-16,22.0,19,1.0,9,2,Australia,22.0,0.5,19.0,6.94736842105,47.3684210526
135,Brad Hogg,05-07,61.0,31,0.0,6,2,Australia,inf,0.0,inf,11.8064516129,19.3548387097
136,Brad Hogg,11-13,236.0,220,5.0,93,10,Australia,47.2,0.5,44.0,6.43636363636,42.2727272727
137,Brad Hogg,14-16,60.0,49,2.0,15,3,Australia,30.0,0.666666666667,24.5,7.34693877551,30.612244898
138,Brad Wheal,14-16,33.0,32,3.0,19,2,Scotland,11.0,1.5,10.6666666667,6.1875,59.375
139,Brendan Taylor,08-10,17.0,30,1.0,17,2,Zimbabwe,17.0,0.5,30.0,3.4,56.6666666667
140,Brendon Diamanti,08-10,19.0,12,0.0,3,1,New Zealand,inf,0.0,inf,9.5,25.0
141,Brett Geeves,08-10,34.0,21,2.0,7,1,Australia,17.0,2.0,10.5,9.71428571429,33.3333333333
142,Brett Lee,05-07,279.0,263,11.0,124,11,Australia,25.3636363636,1.0,23.9090909091,6.36501901141,47.1482889734
143,Brett Lee,08-10,144.0,113,6.0,58,5,Australia,24.0,1.2,18.8333333333,7.64601769912,51.3274336283
144,Brett Lee,11-13,244.0,201,10.0,87,8,Australia,24.4,1.25,20.1,7.28358208955,43.2835820896
145,Brian Vitori,11-13,153.0,137,3.0,63,6,Zimbabwe,51.0,0.5,45.6666666667,6.70072992701,45.9854014599
146,Brian Vitori,14-16,150.0,116,2.0,49,5,Zimbabwe,75.0,0.4,58.0,7.75862068966,42.2413793103
147,Calum MacLeod,08-10,55.0,31,0.0,11,2,Scotland,inf,0.0,inf,10.6451612903,35.4838709677
148,Calum MacLeod,11-13,25.0,38,3.0,17,2,Scotland,8.33333333333,1.5,12.6666666667,3.94736842105,44.7368421053
149,Calum MacLeod,14-16,15.0,6,0.0,2,1,Scotland,inf,0.0,inf,15.0,33.3333333333
150,Calvin Burnett,11-13,17.0,25,5.0,13,1,Scotland,3.4,5.0,5.0,4.08,52.0
151,Cameron Boyce,14-16,152.0,138,7.0,48,7,Australia,21.7142857143,1.0,19.7142857143,6.60869565217,34.7826086957
152,Cameron White,05-07,11.0,12,1.0,5,1,Australia,11.0,1.0,12.0,5.5,41.6666666667
153,Cameron White,08-10,11.0,15,0.0,10,2,Australia,inf,0.0,inf,4.4,66.6666666667
154,Cameron White,11-13,12.0,6,0.0,0,1,Australia,inf,0.0,inf,12.0,0.0
155,Cameron White,14-16,14.0,12,1.0,1,1,Australia,14.0,1.0,12.0,7.0,8.33333333333
156,Carlos Brathwaite,11-13,25.0,18,1.0,5,1,West Indies,25.0,1.0,18.0,8.33333333333,27.7777777778
157,Carlos Brathwaite,14-16,35.0,21,0.0,10,1,West Indies,inf,0.0,inf,10.0,47.619047619
158,Cephas Zhuwao,08-10,1.0,2,1.0,1,1,Zimbabwe,1.0,1.0,2.0,3.0,50.0
159,Chad Soper,14-16,43.0,49,3.0,21,3,Papua New Guinea,14.3333333333,1.0,16.3333333333,5.26530612245,42.8571428571
160,Chamara Silva,05-07,15.0,18,1.0,7,2,Sri Lanka,15.0,0.5,18.0,5.0,38.8888888889
161,Chaminda Vaas,05-07,127.0,133,6.0,64,6,Sri Lanka,21.1666666667,1.0,22.1666666667,5.72932330827,48.1203007519
162,Chamu Chibhabha,05-07,39.0,38,3.0,17,2,Zimbabwe,13.0,1.5,12.6666666667,6.15789473684,44.7368421053
163,Chamu Chibhabha,08-10,19.0,18,1.0,4,1,Zimbabwe,19.0,1.0,18.0,6.33333333333,22.2222222222
164,Chamu Chibhabha,11-13,82.0,56,3.0,12,4,Zimbabwe,27.3333333333,0.75,18.6666666667,8.78571428571,21.4285714286
165,Chamu Chibhabha,14-16,180.0,123,7.0,40,8,Zimbabwe,25.7142857143,0.875,17.5714285714,8.78048780488,32.5203252033
166,Chanaka Welegedara,08-10,58.0,39,2.0,13,2,Sri Lanka,29.0,1.0,19.5,8.92307692308,33.3333333333
167,Charl Langeveldt,05-07,60.0,67,5.0,39,3,South Africa,12.0,1.66666666667,13.4,5.37313432836,58.2089552239
168,Charl Langeveldt,08-10,162.0,146,11.0,77,6,South Africa,14.7272727273,1.83333333333,13.2727272727,6.65753424658,52.7397260274
169,Charles Amini,14-16,63.0,55,5.0,18,5,Papua New Guinea,12.6,1.0,11.0,6.87272727273,32.7272727273
170,Chris Barnwell,11-13,45.0,38,1.0,11,4,West Indies,45.0,0.25,38.0,7.10526315789,28.9473684211
171,Chris Cairns,05-07,52.0,48,2.0,11,2,New Zealand,26.0,1.0,24.0,6.5,22.9166666667
172,Chris Gayle,05-07,48.0,52,2.0,14,3,West Indies,24.0,0.666666666667,26.0,5.53846153846,26.9230769231
173,Chris Gayle,08-10,192.0,162,7.0,52,12,West Indies,27.4285714286,0.583333333333,23.1428571429,7.11111111111,32.0987654321
174,Chris Gayle,11-13,76.0,68,1.0,16,5,West Indies,76.0,0.2,68.0,6.70588235294,23.5294117647
175,Chris Gayle,14-16,9.0,6,0.0,1,1,West Indies,inf,0.0,inf,9.0,16.6666666667
176,Chris Jordan,14-16,315.0,235,13.0,92,11,England,24.2307692308,1.18181818182,18.0769230769,8.04255319149,39.1489361702
177,Chris Martin,05-07,112.0,92,5.0,46,4,New Zealand,22.4,1.25,18.4,7.30434782609,50.0
178,Chris Martin,08-10,78.0,49,2.0,18,2,New Zealand,39.0,1.0,24.5,9.55102040816,36.7346938776
179,Chris Morris,11-13,51.0,49,4.0,25,2,South Africa,12.75,2.0,12.25,6.24489795918,51.0204081633
180,Chris Morris,14-16,189.0,140,8.0,56,6,South Africa,23.625,1.33333333333,17.5,8.1,40.0
181,Chris Mpofu,08-10,207.0,175,7.0,98,8,Zimbabwe,29.5714285714,0.875,25.0,7.09714285714,56.0
182,Chris Mpofu,11-13,178.0,127,5.0,48,5,Zimbabwe,35.6,1.0,25.4,8.4094488189,37.7952755906
183,Chris Mpofu,14-16,200.0,151,7.0,64,7,Zimbabwe,28.5714285714,1.0,21.5714285714,7.94701986755,42.3841059603
184,Chris Schofield,05-07,91.0,78,4.0,30,4,England,22.75,1.0,19.5,7.0,38.4615384615
185,Chris Tremlett,05-07,41.0,27,2.0,10,1,England,20.5,2.0,13.5,9.11111111111,37.037037037
186,Chris Woakes,11-13,109.0,70,2.0,24,4,England,54.5,0.5,35.0,9.34285714286,34.2857142857
187,Chris Woakes,14-16,134.0,102,5.0,46,4,England,26.8,1.25,20.4,7.88235294118,45.0980392157
188,Clint McKay,08-10,17.0,26,0.0,16,1,Australia,inf,0.0,inf,3.92307692308,61.5384615385
189,Clint McKay,11-13,162.0,114,4.0,38,5,Australia,40.5,0.8,28.5,8.52631578947,33.3333333333
190,Colin Munro,14-16,29.0,19,0.0,4,2,New Zealand,inf,0.0,inf,9.15789473684,21.0526315789
191,Collins Obuya,11-13,184.0,186,12.0,81,10,Kenya,15.3333333333,1.2,15.5,5.93548387097,43.5483870968
192,Con de Lange,14-16,52.0,43,2.0,19,2,Scotland,26.0,1.0,21.5,7.25581395349,44.1860465116
193,Corey Anderson,11-13,92.0,67,2.0,24,4,New Zealand,46.0,0.5,33.5,8.23880597015,35.8208955224
194,Corey Anderson,14-16,308.0,232,11.0,91,12,New Zealand,28.0,0.916666666667,21.0909090909,7.96551724138,39.224137931
195,Craig Wright,05-07,28.0,25,3.0,9,1,Scotland,9.33333333333,3.0,8.33333333333,6.72,36.0
196,Craig Wright,08-10,20.0,6,1.0,2,1,Scotland,20.0,1.0,6.0,20.0,33.3333333333
197,Craig Young,14-16,158.0,150,7.0,77,8,Ireland,22.5714285714,0.875,21.4285714286,6.32,51.3333333333
198,Daan van Bunge,08-10,14.0,12,1.0,3,1,Netherlands,14.0,1.0,12.0,7.0,25.0
199,Daan van Bunge,11-13,1.0,2,0.0,1,1,Netherlands,inf,0.0,inf,3.0,50.0
200,Dale Steyn,05-07,26.0,42,5.0,24,2,South Africa,5.2,2.5,8.4,3.71428571429,57.1428571429
201,Dale Steyn,08-10,473.0,457,28.0,225,19,South Africa,16.8928571429,1.47368421053,16.3214285714,6.21006564551,49.2341356674
202,Dale Steyn,11-13,179.0,234,17.0,139,11,South Africa,10.5294117647,1.54545454545,13.7647058824,4.58974358974,59.4017094017
203,Dale Steyn,14-16,177.0,147,12.0,66,6,South Africa,14.75,2.0,12.25,7.22448979592,44.8979591837
204,Daniel Christian,08-10,69.0,42,2.0,10,3,Australia,34.5,0.666666666667,21.0,9.85714285714,23.8095238095
205,Daniel Christian,11-13,170.0,127,7.0,41,8,Australia,24.2857142857,0.875,18.1428571429,8.03149606299,32.2834645669
206,Daniel Christian,14-16,70.0,42,2.0,10,4,Australia,35.0,0.5,21.0,10.0,23.8095238095
207,Daniel Flynn,08-10,7.0,6,0.0,2,1,New Zealand,inf,0.0,inf,7.0,33.3333333333
208,Daniel Vettori,05-07,175.0,193,14.0,79,8,New Zealand,12.5,1.75,13.7857142857,5.44041450777,40.932642487
209,Daniel Vettori,08-10,391.0,469,22.0,208,20,New Zealand,17.7727272727,1.1,21.3181818182,5.00213219616,44.3496801706
210,Daniel Vettori,11-13,137.0,122,2.0,42,5,New Zealand,68.5,0.4,61.0,6.73770491803,34.4262295082
211,Daniel Vettori,14-16,27.0,19,1.0,6,1,New Zealand,27.0,1.0,19.0,8.52631578947,31.5789473684
212,Danny Briggs,11-13,144.0,86,5.0,29,5,England,28.8,1.0,17.2,10.0465116279,33.7209302326
213,Danny Briggs,14-16,50.0,27,0.0,7,1,England,inf,0.0,inf,11.1111111111,25.9259259259
214,Daren Powell,05-07,118.0,110,2.0,62,5,West Indies,59.0,0.4,55.0,6.43636363636,56.3636363636
215,Darren Gough,05-07,47.0,43,4.0,28,2,England,11.75,2.0,10.75,6.55813953488,65.1162790698
216,Darren Maddy,05-07,26.0,18,3.0,7,2,England,8.66666666667,1.5,6.0,8.66666666667,38.8888888889
217,Darren Sammy,05-07,73.0,60,4.0,20,3,West Indies,18.25,1.33333333333,15.0,7.3,33.3333333333
218,Darren Sammy,08-10,276.0,291,24.0,131,15,West Indies,11.5,1.6,12.125,5.69072164948,45.0171821306
219,Darren Sammy,11-13,413.0,346,14.0,129,22,West Indies,29.5,0.636363636364,24.7142857143,7.16184971098,37.2832369942
220,Darren Sammy,14-16,233.0,162,6.0,43,14,West Indies,38.8333333333,0.428571428571,27.0,8.62962962963,26.5432098765
221,Daryl Tuffey,05-07,49.0,25,1.0,10,1,New Zealand,49.0,1.0,25.0,11.76,40.0
222,Daryl Tuffey,08-10,43.0,36,2.0,16,2,New Zealand,21.5,1.0,18.0,7.16666666667,44.4444444444
223,Dasun Shanaka,14-16,40.0,37,4.0,15,4,Sri Lanka,10.0,1.0,9.25,6.48648648649,40.5405405405
224,David Bernard,08-10,16.0,25,1.0,16,1,West Indies,16.0,1.0,25.0,3.84,64.0
225,David Hussey,08-10,257.0,260,18.0,98,16,Australia,14.2777777778,1.125,14.4444444444,5.93076923077,37.6923076923
226,David Hussey,11-13,124.0,110,4.0,37,9,Australia,31.0,0.444444444444,27.5,6.76363636364,33.6363636364
227,David Wiese,11-13,80.0,73,3.0,23,4,South Africa,26.6666666667,0.75,24.3333333333,6.57534246575,31.5068493151
228,David Wiese,14-16,308.0,264,21.0,111,12,South Africa,14.6666666667,1.75,12.5714285714,7.0,42.0454545455
229,David Willey,14-16,144.0,104,12.0,40,5,England,12.0,2.4,8.66666666667,8.30769230769,38.4615384615
